Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","5000","World","5510","Production","800","Agave fibres nes","2012","2012","tonnes","40965","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","800","Agave fibres nes","2013","2013","tonnes","41465","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","800","Agave fibres nes","2014","2014","tonnes","41748","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","800","Agave fibres nes","2015","2015","tonnes","41098","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","800","Agave fibres nes","2016","2016","tonnes","41017","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","800","Agave fibres nes","2017","2017","tonnes","40601","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","800","Agave fibres nes","2018","2018","tonnes","40239","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1961","1961","tonnes","756588","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1962","1962","tonnes","436538","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1963","1963","tonnes","577518","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1964","1964","tonnes","631599","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1965","1965","tonnes","605077","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1966","1966","tonnes","606315","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1967","1967","tonnes","719378","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1968","1968","tonnes","709540","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1969","1969","tonnes","566655","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1970","1970","tonnes","676749","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1971","1971","tonnes","580612","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1972","1972","tonnes","700004","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1973","1973","tonnes","621331","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1974","1974","tonnes","855554","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1975","1975","tonnes","752361","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1976","1976","tonnes","930057","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1977","1977","tonnes","812282","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1978","1978","tonnes","904525","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1979","1979","tonnes","833748","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1980","1980","tonnes","919655","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1981","1981","tonnes","1231227","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1982","1982","tonnes","1045648","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1983","1983","tonnes","846642","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1984","1984","tonnes","1165867","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1985","1985","tonnes","1145592","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1986","1986","tonnes","976832","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1987","1987","tonnes","1251975","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1988","1988","tonnes","1141283","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1989","1989","tonnes","1273584","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1990","1990","tonnes","1315419","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1991","1991","tonnes","1287291","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1992","1992","tonnes","1318116","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1993","1993","tonnes","1275182","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1994","1994","tonnes","1384321","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1995","1995","tonnes","1047570","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1996","1996","tonnes","1292076","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1997","1997","tonnes","1592740","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1998","1998","tonnes","1310894","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","1999","1999","tonnes","1657150","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2000","2000","tonnes","1452206","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2001","2001","tonnes","1541913","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2002","2002","tonnes","1839124","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2003","2003","tonnes","1759987","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2004","2004","tonnes","1594305","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2005","2005","tonnes","1824627","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2006","2006","tonnes","2062078","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2007","2007","tonnes","2249552","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2008","2008","tonnes","2482861","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2009","2009","tonnes","2345221","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2010","2010","tonnes","2569793","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2011","2011","tonnes","3020210","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2012","2012","tonnes","2824871","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2013","2013","tonnes","2838962","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2014","2014","tonnes","2637275","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2015","2015","tonnes","2447193","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2016","2016","tonnes","2493303","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2017","2017","tonnes","2687810","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","221","Almonds, with shell","2018","2018","tonnes","3182902","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1961","1961","tonnes","82455","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1962","1962","tonnes","90662","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1963","1963","tonnes","93901","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1964","1964","tonnes","89070","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1965","1965","tonnes","97260","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1966","1966","tonnes","94085","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1967","1967","tonnes","97590","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1968","1968","tonnes","116324","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1969","1969","tonnes","100479","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1970","1970","tonnes","93886","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1971","1971","tonnes","106783","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1972","1972","tonnes","108417","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1973","1973","tonnes","98420","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1974","1974","tonnes","107431","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1975","1975","tonnes","109487","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1976","1976","tonnes","135436","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1977","1977","tonnes","175047","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1978","1978","tonnes","166284","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1979","1979","tonnes","152468","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1980","1980","tonnes","173185","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1981","1981","tonnes","131810","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1982","1982","tonnes","157865","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1983","1983","tonnes","206165","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1984","1984","tonnes","164176","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1985","1985","tonnes","141664","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1986","1986","tonnes","170785","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1987","1987","tonnes","180891","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1988","1988","tonnes","276234","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1989","1989","tonnes","220249","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1990","1990","tonnes","232302","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1991","1991","tonnes","237787","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1992","1992","tonnes","429133","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1993","1993","tonnes","407779","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1994","1994","tonnes","299502","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1995","1995","tonnes","306850","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1996","1996","tonnes","333121","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1997","1997","tonnes","368682","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1998","1998","tonnes","436936","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","1999","1999","tonnes","406010","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2000","2000","tonnes","382767","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2001","2001","tonnes","479369","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2002","2002","tonnes","495211","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2003","2003","tonnes","569992","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2004","2004","tonnes","568128","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2005","2005","tonnes","556979","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2006","2006","tonnes","587024","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2007","2007","tonnes","698265","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2008","2008","tonnes","714714","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2009","2009","tonnes","728206","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2010","2010","tonnes","827246","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2011","2011","tonnes","953480","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2012","2012","tonnes","924025","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2013","2013","tonnes","907375","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2014","2014","tonnes","1000735","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2015","2015","tonnes","1076816","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2016","2016","tonnes","1156679","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2017","2017","tonnes","1172591","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","711","Anise, badian, fennel, coriander","2018","2018","tonnes","1146610","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1961","1961","tonnes","17053651","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1962","1962","tonnes","21694110","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1963","1963","tonnes","21009272","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1964","1964","tonnes","22231724","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1965","1965","tonnes","21323988","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1966","1966","tonnes","21762455","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1967","1967","tonnes","25370910","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1968","1968","tonnes","24087398","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1969","1969","tonnes","26778974","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1970","1970","tonnes","27005728","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1971","1971","tonnes","26580791","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1972","1972","tonnes","24759595","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1973","1973","tonnes","29138481","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1974","1974","tonnes","27121411","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1975","1975","tonnes","31135523","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1976","1976","tonnes","31406940","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","5000","World","5510","Production","515","Apples","1977","1977","tonnes","30490589","A","Aggregate, may include official, semi-official, estimated or calculated data"
